Timestamp,Battery_1,Battery_2,Battery_3,Battery_4,Battery_5,Battery_6,Battery_7,Battery_8,Battery_9,Battery_10,Battery_11,Battery_12,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Total_Voltage,Current,SOC,Max_Cell_Voltage
2025-06-10 22:57:43.876,3.867,3.868,3.869,3.869,3.87,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:44.096,3.867,3.868,3.871,3.869,3.868,3.87,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:44.317,3.868,3.869,3.868,3.868,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:44.536,3.868,3.869,3.868,3.869,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:44.756,3.868,3.869,3.868,3.869,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:44.976,3.866,3.868,3.867,3.869,3.868,3.87,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:45.196,3.867,3.869,3.868,3.869,3.869,3.87,3.867,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:45.416,3.87,3.868,3.868,3.868,3.868,3.87,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:45.632,3.866,3.867,3.867,3.867,3.869,3.87,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:45.842,3.866,3.869,3.868,3.868,3.869,3.871,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:46.056,3.866,3.868,3.868,3.868,3.869,3.87,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:46.272,3.866,3.868,3.868,3.868,3.869,3.87,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:57:46.486,3.868,3.868,3.867,3.869,3.869,3.871,3.866,3.867,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:46.706,3.867,3.869,3.868,3.868,3.869,3.871,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:59.042,3.867,3.869,3.868,3.868,3.868,3.871,3.867,3.869,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:59.246,3.867,3.869,3.868,3.868,3.868,3.871,3.867,3.869,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:59.456,3.868,3.868,3.869,3.869,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:59.666,3.868,3.868,3.869,3.869,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:57:59.876,3.867,3.869,3.869,3.868,3.868,3.871,3.867,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:00.082,3.867,3.869,3.869,3.868,3.868,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:00.286,3.867,3.869,3.869,3.868,3.868,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:00.492,3.868,3.868,3.869,3.868,3.869,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:00.692,3.868,3.868,3.869,3.868,3.869,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:00.896,3.868,3.868,3.869,3.868,3.868,3.87,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:01.106,3.867,3.868,3.869,3.87,3.867,3.87,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:01.317,3.867,3.87,3.869,3.868,3.871,3.871,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:01.526,3.867,3.87,3.869,3.868,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:01.736,3.867,3.87,3.869,3.868,3.868,3.871,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:01.947,3.867,3.869,3.869,3.868,3.869,3.87,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:02.157,3.867,3.868,3.869,3.868,3.869,3.871,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:02.366,3.867,3.868,3.869,3.869,3.869,3.871,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:02.576,3.867,3.869,3.869,3.869,3.868,3.87,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:02.786,3.868,3.867,3.869,3.869,3.868,3.87,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:02.996,3.866,3.868,3.87,3.869,3.869,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:03.206,3.866,3.868,3.87,3.869,3.869,3.871,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:03.417,3.868,3.869,3.868,3.868,3.868,3.87,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:03.626,3.868,3.87,3.868,3.868,3.869,3.871,3.865,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:03.832,3.87,3.868,3.869,3.869,3.869,3.87,3.867,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:04.036,3.868,3.869,3.869,3.869,3.869,3.871,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:04.246,3.868,3.869,3.869,3.869,3.869,3.871,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:04.457,3.87,3.869,3.869,3.869,3.869,3.871,3.867,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:25.976,3.867,3.869,3.868,3.868,3.868,3.872,3.867,3.867,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872
2025-06-10 22:58:26.187,3.868,3.869,3.868,3.868,3.87,3.87,3.867,3.869,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:26.397,3.868,3.868,3.868,3.871,3.868,3.871,3.866,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:26.606,3.87,3.869,3.868,3.869,3.868,3.872,3.865,3.868,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.872
2025-06-10 22:58:26.817,3.868,3.868,3.867,3.868,3.867,3.871,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:27.027,3.867,3.869,3.868,3.869,3.871,3.87,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:27.232,3.867,3.869,3.868,3.869,3.871,3.87,3.865,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:27.437,3.866,3.869,3.868,3.868,3.868,3.87,3.866,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.87
2025-06-10 22:58:27.642,3.867,3.87,3.868,3.869,3.867,3.871,3.866,3.869,3.867,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:27.847,3.868,3.868,3.868,3.868,3.869,3.871,3.867,3.869,3.866,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
2025-06-10 22:58:28.057,3.867,3.869,3.868,3.868,3.869,3.871,3.866,3.869,3.865,0.0,0.0,0.0,25,25,-40,-40,34.800000000000004,0.0,0.89,3.871
